11/20/2023 15:50  ;  22102624 ; 24895560 
11/20/2023 15:55  ;  22108696 ; 24895560 
11/20/2023 15:50  | SAM.exe | 113285 | 22102624|24895560 
11/20/2023 15:55  | SAM.exe | 113285 | 22108696|24895560 
11/20/2023 16:00  | SAM.exe | 113285 | 22114764|24895560 
11/20/2023 16:05  | SAM.exe | 113285 | 22120044|24895560 
11/20/2023 16:10  | SAM.exe | 113285 | 22127624|24895560 
11/20/2023 16:15  | SAM.exe | 113285 | 22136856|24895560 
11/20/2023 16:20  | SAM.exe | 113285 | 22143720|24895560 
11/20/2023 16:25  | SAM.exe | 113285 | 22150584|24895560 
11/20/2023 16:30  | SAM.exe | 113285 | 22156392|24895560 
11/20/2023 16:35  | SAM.exe | 113285 | 22160352|24895560 
11/20/2023 16:40  | SAM.exe | 113285 | 22165104|24895560 
11/20/2023 16:45  | SAM.exe | 113285 | 22170872|24961096 
11/20/2023 16:50  | SAM.exe | 113285 | 22180904|24961096 
11/20/2023 16:55  | SAM.exe | 113285 | 22187504|24961096 
11/20/2023 17:00  | SAM.exe | 113285 | 22192256|24961096 
11/20/2023 17:05  | SAM.exe | 113285 | 22197052|24961096 
11/20/2023 17:10  | SAM.exe | 113285 | 22197032|24961096 
11/20/2023 17:15  | SAM.exe | 113285 | 22201256|24961096 
11/20/2023 17:20  | SAM.exe | 113285 | 22204160|24961096 
11/20/2023 17:25  | SAM.exe | 113285 | 22208384|24961096 
11/20/2023 17:30  | SAM.exe | 113285 | 22213400|24961096 
11/20/2023 17:35  | SAM.exe | 113285 | 22215776|24961096 
11/20/2023 17:40  | SAM.exe | 113285 | 22218148|24961096 
11/20/2023 17:45  | SAM.exe | 113285 | 22220788|24961096 
11/20/2023 17:50  | SAM.exe | 113285 | 22225332|24961096 
11/20/2023 17:55  | SAM.exe | 113285 | 22229112|25026632 
11/20/2023 18:00  | SAM.exe | 113285 | 22230632|25026632 
11/20/2023 18:05  | SAM.exe | 113285 | 22233536|25026632 
11/20/2023 18:10  | SAM.exe | 113285 | 22226568|25026632 
11/20/2023 18:15  | SAM.exe | 113285 | 22229468|25026632 
11/20/2023 18:20  | SAM.exe | 113285 | 22232108|25026632 
11/20/2023 18:25  | SAM.exe | 113285 | 22234736|25026632 
11/20/2023 18:30  | SAM.exe | 113285 | 22239736|25026632 
11/20/2023 18:35  | SAM.exe | 113285 | 22245016|25026632 
11/20/2023 18:40  | SAM.exe | 113285 | 22248976|25026632 
11/20/2023 18:45  | SAM.exe | 113285 | 22251352|25026632 
11/20/2023 18:50  | SAM.exe | 113285 | 22253992|25026632 
11/20/2023 18:55  | SAM.exe | 113285 | 22256104|25026632 
11/20/2023 19:00  | SAM.exe | 113285 | 22259792|25026632 
11/20/2023 19:05  | SAM.exe | 113285 | 22264964|25026632 
11/20/2023 19:10  | SAM.exe | 113285 | 22270096|25026632 
11/20/2023 19:15  | SAM.exe | 113285 | 22273792|25026632 
11/20/2023 19:20  | SAM.exe | 113285 | 22277704|25026632 
